,geo_id,county_name,military_count,total_military_area_m,pct_military
102,13067,Cobb County,3,10646402.868043503,0.011937706468954947
103,13073,Columbia County,1,9400360.140410278,0.011795501685038786
104,13095,Dougherty County,1,13196216.252311883,0.015228693502711143
105,13109,Evans County,1,69481165.36529216,0.14355908032988626
106,13117,Forsyth County,1,52958.028335691844,8.272630384300033e-05
107,13121,Fulton County,2,322395.57934532315,0.00023275579853076068
108,13127,Glynn County,1,27221880.521095574,0.017956834705149645
109,13153,Houston County,1,27087426.924197245,0.027529402846645925
110,13163,Jefferson County,1,16759686.794918438,0.012217020394937586
111,13173,Lanier County,1,27507373.71141814,0.05315951644945079
112,13179,Liberty County,1,479338316.05230343,0.3071663026627272
113,13183,Long County,2,167110703.92986745,0.1597783575857144
114,13185,Lowndes County,1,16511696.337160405,0.012486307717715198
115,13187,Lumpkin County,1,1166059.5955232554,0.0015925697500176435
116,13189,McDuffie County,1,18019959.61349249,0.026127089067620318
117,13191,McIntosh County,1,63801896.58768213,0.042924845285422016
118,13197,Marion County,1,2469070.623323329,0.002596289174274932
119,13215,Muscogee County,1,191771552.06636977,0.33502151530941726
120,13245,Richmond County,2,180461020.68388772,0.2120496591442999
121,13263,Talbot County,1,52037.02459681126,5.089545570062739e-05
122,13267,Tattnall County,1,26866252.866981633,0.02124121750478459
123,13305,Wayne County,1,78458226.61782688,0.04669978950699491
124,15001,Hawaii County,5,590625375.6130521,0.04483568498075243
125,15003,Honolulu County,22,254283953.45687658,0.04532297725101842
126,15007,Kauai County,3,10408522.098133408,0.0031735840236288807
127,15009,Maui County,1,21351.21742778501,3.437289465150257e-06
128,16001,Ada County,3,547033880.9151008,0.19911300776466725
129,16039,Elmore County,4,63614144.505412325,0.007919349909338454
130,16055,Kootenai County,1,105698.69186890782,3.117696374676456e-05
131,16073,Owyhee County,1,442891814.40476936,0.022217141415574973
132,17031,Cook County,1,122410.16188957263,2.8913316898165674e-05
133,17097,Lake County,3,2821989.710581301,0.0007962820693392101
134,17099,LaSalle County,1,11554929.503115403,0.0038856178029662773
135,17143,Peoria County,1,1463650.9850691557,0.0008966623505996749
136,17157,Randolph County,1,10656960.034942336,0.006891712020047438
137,17161,Rock Island County,1,3498710.8041349873,0.0029933093109411374
138,17163,St. Clair County,2,11853831.816474097,0.006791586844585335
139,17167,Sangamon County,2,1230066.7780717164,0.0005415331100246486
140,17197,Will County,1,14459778.829396674,0.006574191161777991
141,18005,Bartholomew County,1,104373591.41289622,0.09840215880986315
142,18013,Brown County,1,16677438.20054216,0.020336605575939675
143,18017,Cass County,1,515212.884304159,0.00047951294402844366
