,GEOID,NAMELSAD
1405,72101,Morovis Municipio
1406,26005,Allegan County
1407,47005,Benton County
1408,27015,Brown County
1409,47137,Pickett County
1410,51109,Louisa County
1411,18145,Shelby County
1412,30091,Sheridan County
1413,31063,Frontier County
1414,72089,Luquillo Municipio
1415,01007,Bibb County
1416,28075,Lauderdale County
1417,27011,Big Stone County
1418,27013,Blue Earth County
1419,51091,Highland County
1420,51177,Spotsylvania County
1421,33017,Strafford County
1422,13153,Houston County
1423,02130,Ketchikan Gateway Borough
1424,26035,Clare County
1425,20157,Republic County
1426,12127,Volusia County
1427,40017,Canadian County
1428,72115,Quebradillas Municipio
1429,35019,Guadalupe County
1430,21163,Meade County
1431,21179,Nelson County
1432,21187,Owen County
1433,19041,Clay County
1434,30025,Fallon County
1435,46107,Potter County
1436,48109,Culberson County
1437,23005,Cumberland County
1438,48013,Atascosa County
1439,20095,Kingman County
1440,06093,Siskiyou County
1441,46037,Day County
1442,48375,Potter County
1443,40133,Seminole County
1444,45003,Aiken County
1445,60020,Manu'a District
1446,06045,Mendocino County
1447,51550,Chesapeake city
1448,69120,Tinian Municipality
1449,72153,Yauco Municipio
1450,56037,Sweetwater County
1451,48169,Garza County
1452,42119,Union County
1453,51041,Chesterfield County
1454,08023,Costilla County
1455,48099,Coryell County
1456,19001,Adair County
1457,13053,Chattahoochee County
1458,06043,Mariposa County
1459,29089,Howard County
1460,41047,Marion County
1461,55079,Milwaukee County
1462,27139,Scott County
1463,39129,Pickaway County
1464,51145,Powhatan County
1465,08014,Broomfield County
1466,47099,Lawrence County
1467,18147,Spencer County
1468,21099,Hart County
1469,21137,Lincoln County
1470,30005,Blaine County
1471,41003,Benton County
1472,27133,Rock County
1473,42063,Indiana County
1474,22061,Lincoln Parish
1475,42099,Perry County
1476,46137,Ziebach County
1477,48203,Harrison County
1478,26013,Baraga County
1479,40131,Rogers County
1480,29019,Boone County
1481,72097,Mayagüez Municipio
1482,40015,Caddo County
1483,08059,Jefferson County
1484,54011,Cabell County
1485,48383,Reagan County
1486,05141,Van Buren County
1487,08117,Summit County
1488,20035,Cowley County
1489,05071,Johnson County
1490,36041,Hamilton County
1491,51045,Craig County
1492,48083,Coleman County
1493,02290,Yukon-Koyukuk Census Area
1494,04017,Navajo County
1495,28085,Lincoln County
1496,48357,Ochiltree County
1497,48103,Crane County
1498,56003,Big Horn County
1499,46003,Aurora County
1500,02013,Aleutians East Borough
1501,31061,Franklin County
1502,24029,Kent County
1503,20037,Crawford County
1504,27023,Chippewa County
1505,46103,Pennington County
1506,45049,Hampton County
1507,16043,Fremont County
1508,13029,Bryan County
1509,51053,Dinwiddie County
1510,12111,St. Lucie County
1511,36055,Monroe County
1512,46083,Lincoln County
1513,55017,Chippewa County
1514,55073,Marathon County
1515,32007,Elko County
1516,54007,Braxton County
1517,26165,Wexford County
1518,48079,Cochran County
1519,42013,Blair County
1520,29085,Hickory County
1521,29009,Barry County
1522,27123,Ramsey County
1523,05081,Little River County
1524,32019,Lyon County
1525,12071,Lee County
1526,41033,Josephine County
1527,72091,Manatí Municipio
1528,28113,Pike County
1529,47031,Coffee County
1530,48439,Tarrant County
1531,24033,Prince George's County
1532,51169,Scott County
1533,48239,Jackson County
1534,40085,Love County
1535,13289,Twiggs County
1536,39099,Mahoning County
1537,01087,Macon County
1538,17191,Wayne County
1539,48437,Swisher County
1540,29151,Osage County
1541,17089,Kane County
1542,06017,El Dorado County
1543,45055,Kershaw County
1544,37073,Gates County
1545,08089,Otero County
1546,41019,Douglas County
1547,50003,Bennington County
1548,12019,Clay County
1549,37183,Wake County
1550,39061,Hamilton County
1551,34003,Bergen County
1552,32017,Lincoln County
1553,02180,Nome Census Area
1554,55061,Kewaunee County
1555,48369,Parmer County
1556,40151,Woods County
1557,21063,Elliott County
1558,25003,Berkshire County
1559,29041,Chariton County
1560,08103,Rio Blanco County
1561,08087,Morgan County
1562,41045,Malheur County
1563,34023,Middlesex County
1564,20191,Sumner County
1565,26127,Oceana County
1566,27065,Kanabec County
1567,39007,Ashtabula County
1568,06003,Alpine County
1569,48167,Galveston County
1570,01011,Bullock County
1571,17105,Livingston County
1572,39135,Preble County
1573,39079,Jackson County
1574,48201,Harris County
1575,25017,Middlesex County
1576,72145,Vega Baja Municipio
1577,48115,Dawson County
1578,36069,Ontario County
1579,01001,Autauga County
1580,39049,Franklin County
1581,49021,Iron County
1582,32009,Esmeralda County
1583,26083,Keweenaw County
1584,49039,Sanpete County
1585,20093,Kearny County
1586,12009,Brevard County
1587,18105,Monroe County
1588,19117,Lucas County
1589,21239,Woodford County
1590,17085,Jo Daviess County
1591,18059,Hancock County
1592,51620,Franklin city
1593,48329,Midland County
1594,20171,Scott County
1595,30013,Cascade County
1596,51660,Harrisonburg city
1597,17199,Williamson County
1598,30029,Flathead County
1599,72111,Peñuelas Municipio
1600,20189,Stevens County
1601,29155,Pemiscot County
1602,31125,Nance County
1603,55078,Menominee County
1604,48365,Panola County
1605,21011,Bath County
1606,48001,Anderson County
1607,51033,Caroline County
1608,19167,Sioux County
1609,06021,Glenn County
1610,29510,St. Louis city
1611,13111,Fannin County
1612,72055,Guánica Municipio
1613,24019,Dorchester County
1614,42037,Columbia County
1615,39023,Clark County
1616,48323,Maverick County
1617,04019,Pima County
1618,35006,Cibola County
1619,34005,Burlington County
1620,50021,Rutland County
1621,13099,Early County
1622,31149,Rock County
1623,47085,Humphreys County
1624,26051,Gladwin County
1625,21173,Montgomery County
1626,45057,Lancaster County
1627,21123,Larue County
1628,19193,Woodbury County
1629,12123,Taylor County
1630,17003,Alexander County
1631,29099,Jefferson County
1632,29113,Lincoln County
1633,13051,Chatham County
1634,12125,Union County
1635,36037,Genesee County
1636,18019,Clark County
1637,21021,Boyle County
1638,21065,Estill County
1639,48087,Collingsworth County
1640,48089,Colorado County
1641,17063,Grundy County
1642,27081,Lincoln County
1643,13109,Evans County
1644,48497,Wise County
1645,02050,Bethel Census Area
1646,49033,Rich County
1647,28117,Prentiss County
1648,21235,Whitley County
1649,18149,Starke County
1650,48491,Williamson County
1651,72109,Patillas Municipio
1652,19131,Mitchell County
1653,13107,Emanuel County
1654,22025,Catahoula Parish
1655,42025,Carbon County
1656,31133,Pawnee County
1657,47171,Unicoi County
1658,45083,Spartanburg County
1659,72051,Dorado Municipio
1660,47041,DeKalb County
1661,36029,Erie County
1662,24031,Montgomery County
1663,53021,Franklin County
1664,19093,Ida County
1665,20173,Sedgwick County
1666,48453,Travis County
1667,12057,Hillsborough County
1668,34021,Mercer County
1669,31023,Butler County
1670,42129,Westmoreland County
1671,12015,Charlotte County
1672,19029,Cass County
1673,39107,Mercer County
1674,21073,Franklin County
1675,23009,Hancock County
1676,23013,Knox County
1677,13217,Newton County
1678,46049,Faulk County
1679,26061,Houghton County
1680,30061,Mineral County
1681,47051,Franklin County
1682,22029,Concordia Parish
1683,22063,Livingston Parish
1684,25009,Essex County
1685,46019,Butte County
1686,08035,Douglas County
1687,45079,Richland County
1688,18095,Madison County
1689,40099,Murray County
1690,54009,Brooke County
1691,54013,Calhoun County
1692,51021,Bland County
1693,30111,Yellowstone County
1694,54043,Lincoln County
1695,06033,Lake County
1696,13131,Grady County
1697,08021,Conejos County
1698,49037,San Juan County
1699,18133,Putnam County
1700,47015,Cannon County
1701,23007,Franklin County
1702,21165,Menifee County
1703,46089,McPherson County
1704,08051,Gunnison County
1705,26029,Charlevoix County
1706,27151,Swift County
1707,39147,Seneca County
1708,13267,Tattnall County
1709,48429,Stephens County
1710,37117,Martin County
1711,30081,Ravalli County
1712,13317,Wilkes County
1713,53043,Lincoln County
1714,06081,San Mateo County
1715,39171,Williams County
1716,20207,Woodson County
1717,21157,Marshall County
1718,13065,Clinch County
1719,13185,Lowndes County
1720,15005,Kalawao County
1721,15007,Kauai County
1722,26099,Macomb County
1723,13287,Turner County
1724,17079,Jasper County
1725,48331,Milam County
1726,51049,Cumberland County
1727,45085,Sumter County
1728,02164,Lake and Peninsula Borough
1729,54109,Wyoming County
1730,06029,Kern County
1731,48097,Cooke County
1732,45075,Orangeburg County
1733,55119,Taylor County
1734,27099,Mower County
1735,27101,Murray County
1736,44007,Providence County
1737,29161,Phelps County
1738,08095,Phillips County
1739,05013,Calhoun County
1740,29141,Morgan County
1741,39075,Holmes County
1742,19143,Osceola County
1743,18079,Jennings County
1744,16083,Twin Falls County
1745,17165,Saline County
1746,26077,Kalamazoo County
1747,45061,Lee County
1748,56019,Johnson County
1749,18027,Daviess County
1750,26055,Grand Traverse County
1751,22003,Allen Parish
1752,46065,Hughes County
1753,46069,Hyde County
1754,45027,Clarendon County
1755,30095,Stillwater County
1756,47007,Bledsoe County
1757,21219,Todd County
1758,47183,Weakley County
1759,29077,Greene County
1760,51685,Manassas Park city
1761,51013,Arlington County
1762,51035,Carroll County
1763,29183,St. Charles County
1764,06069,San Benito County
1765,24035,Queen Anne's County
1766,20013,Brown County
1767,13031,Bulloch County
1768,21071,Floyd County
1769,30007,Broadwater County
1770,13309,Wheeler County
1771,37049,Craven County
1772,51570,Colonial Heights city
1773,39031,Coshocton County
1774,31135,Perkins County
1775,48205,Hartley County
1776,08049,Grand County
1777,48249,Jim Wells County
1778,19189,Winnebago County
1779,06079,San Luis Obispo County
1780,01067,Henry County
1781,39175,Wyandot County
1782,38085,Sioux County
1783,48127,Dimmit County
1784,27045,Fillmore County
1785,45023,Chester County
1786,27073,Lac qui Parle County
1787,49005,Cache County
1788,55093,Pierce County
1789,13049,Charlton County
1790,13233,Polk County
1791,49051,Wasatch County
1792,16029,Caribou County
1793,37157,Rockingham County
1794,05117,Prairie County
1795,05011,Bradley County
1796,48193,Hamilton County
1797,21067,Fayette County
1798,21091,Hancock County
1799,46013,Brown County
1800,54001,Barbour County
1801,47181,Wayne County
1802,31013,Box Butte County
1803,42097,Northumberland County
1804,48469,Victoria County
1805,51530,Buena Vista city
1806,26147,St. Clair County
1807,31173,Thurston County
1808,50015,Lamoille County
1809,51067,Franklin County
1810,40011,Blaine County
1811,19103,Johnson County
1812,20133,Neosho County
1813,21089,Greenup County
1814,20107,Linn County
1815,49017,Garfield County
1816,32011,Eureka County
1817,31085,Hayes County
1818,26119,Montmorency County
1819,26135,Oscoda County
1820,35007,Colfax County
1821,17163,St. Clair County
1822,17189,Washington County
1823,42009,Bedford County
1824,05127,Scott County
1825,20099,Labette County
1826,48059,Callahan County
1827,48379,Rains County
1828,20067,Grant County
1829,51105,Lee County
1830,35051,Sierra County
1831,05043,Drew County
1832,31123,Morrill County
1833,30019,Daniels County
1834,12073,Leon County
1835,40119,Payne County
1836,01039,Covington County
1837,18093,Lawrence County
1838,20069,Gray County
1839,21045,Casey County
1840,21169,Metcalfe County
1841,21207,Russell County
1842,22011,Beauregard Parish
1843,23025,Somerset County
1844,40025,Cimarron County
1845,19097,Jackson County
1846,38063,Nelson County
1847,36019,Clinton County
1848,08045,Garfield County
1849,26097,Mackinac County
1850,48307,McCulloch County
1851,28141,Tishomingo County
1852,48105,Crockett County
1853,48217,Hill County
1854,08075,Logan County
1855,20055,Finney County
1856,48473,Waller County
1857,01099,Monroe County
1858,50009,Essex County
1859,29015,Benton County
1860,05109,Pike County
1861,08077,Mesa County
1862,29065,Dent County
1863,51185,Tazewell County
1864,42103,Pike County
1865,42115,Susquehanna County
1866,48343,Morris County
1867,42125,Washington County
1868,50001,Addison County
1869,20103,Leavenworth County
1870,26121,Muskegon County
1871,51680,Lynchburg city
1872,05125,Saline County
1873,42089,Monroe County
1874,05101,Newton County
1875,38019,Cavalier County
1876,01045,Dale County
1877,20109,Logan County
1878,06039,Madera County
1879,29075,Gentry County
1880,31009,Blaine County
1881,49009,Daggett County
1882,56031,Platte County
1883,37071,Gaston County
1884,47081,Hickman County
1885,28143,Tunica County
1886,29081,Harrison County
1887,72029,Canóvanas Municipio
1888,18005,Bartholomew County
1889,13223,Paulding County
1890,39015,Brown County
1891,47141,Putnam County
1892,38101,Ward County
1893,25027,Worcester County
1894,39091,Logan County
1895,06031,Kings County
1896,06073,San Diego County
1897,72123,Salinas Municipio
1898,13079,Crawford County
1899,72103,Naguabo Municipio
1900,29037,Cass County
1901,36027,Dutchess County
1902,48477,Washington County
1903,08101,Pueblo County
1904,29067,Douglas County
1905,38009,Bottineau County
1906,37051,Cumberland County
1907,56017,Hot Springs County
1908,26001,Alcona County
1909,06061,Placer County
1910,05129,Searcy County
1911,48305,Lynn County
1912,36077,Otsego County
1913,37153,Richmond County
1914,49027,Millard County
1915,49029,Morgan County
1916,48257,Kaufman County
1917,04011,Greenlee County
1918,04013,Maricopa County
1919,26129,Ogemaw County
1920,47087,Jackson County
1921,17159,Richland County
1922,72045,Comerío Municipio
1923,15009,Maui County
1924,22057,Lafourche Parish
1925,19139,Muscatine County
1926,12113,Santa Rosa County
1927,18101,Martin County
1928,21203,Rockcastle County
1929,21223,Trimble County
1930,01107,Pickens County
1931,40045,Ellis County
1932,17145,Perry County
1933,19075,Grundy County
1934,08107,Routt County
1935,34035,Somerset County
1936,06011,Colusa County
1937,17087,Johnson County
1938,08053,Hinsdale County
1939,16031,Cassia County
1940,27059,Isanti County
1941,42049,Erie County
1942,28029,Copiah County
1943,48467,Van Zandt County
1944,51161,Roanoke County
1945,51015,Augusta County
1946,02060,Bristol Bay Borough
1947,41009,Columbia County
1948,45041,Florence County
1949,38061,Mountrail County
1950,49053,Washington County
1951,30003,Big Horn County
1952,42047,Elk County
1953,31165,Sioux County
1954,28031,Covington County
1955,72099,Moca Municipio
1956,18013,Brown County
1957,48199,Hardin County
1958,39143,Sandusky County
1959,23021,Piscataquis County
1960,17153,Pulaski County
1961,40107,Okfuskee County
1962,26145,Saginaw County
1963,35039,Rio Arriba County
1964,50005,Caledonia County
1965,51023,Botetourt County
1966,17119,Madison County
1967,48085,Collin County
1968,45001,Abbeville County
1969,31053,Dodge County
1970,12115,Sarasota County
1971,55077,Marquette County
1972,04015,Mohave County
1973,04025,Yavapai County
1974,45051,Horry County
1975,42091,Montgomery County
1976,16061,Lewis County
1977,72013,Arecibo Municipio
1978,51720,Norton city
1979,34027,Morris County
1980,29211,Sullivan County
1981,20135,Ness County
1982,48039,Brazoria County
1983,51790,Staunton city
1984,31029,Chase County
1985,39113,Montgomery County
1986,48447,Throckmorton County
1987,13221,Oglethorpe County
1988,05029,Conway County
1989,29147,Nodaway County
1990,38073,Ransom County
1991,40037,Creek County
1992,48457,Tyler County
1993,06037,Los Angeles County
1994,04027,Yuma County
1995,13129,Gordon County
1996,19025,Calhoun County
1997,12055,Highlands County
1998,51580,Covington city
1999,50017,Orange County
2000,20113,McPherson County
2001,04021,Pinal County
2002,39051,Fulton County
2003,08003,Alamosa County
2004,12017,Citrus County
2005,72049,Culebra Municipio
2006,28129,Smith County
2007,16075,Payette County
2008,16079,Shoshone County
2009,37095,Hyde County
2010,02122,Kenai Peninsula Borough
2011,01003,Baldwin County
2012,19007,Appanoose County
2013,78010,St. Croix Island
2014,51127,New Kent County
2015,13263,Talbot County
2016,36049,Lewis County
2017,54015,Clay County
2018,18077,Jefferson County
2019,48347,Nacogdoches County
2020,44009,Washington County
2021,53047,Okanogan County
2022,53063,Spokane County
2023,22059,LaSalle Parish
2024,23027,Waldo County
2025,24027,Howard County
2026,49035,Salt Lake County
2027,38001,Adams County
2028,37137,Pamlico County
2029,21083,Graves County
2030,42021,Cambria County
2031,47107,McMinn County
2032,26093,Livingston County
2033,08001,Adams County
2034,42069,Lackawanna County
2035,40123,Pontotoc County
2036,28127,Simpson County
2037,28131,Stone County
2038,06013,Contra Costa County
2039,47017,Carroll County
2040,51087,Henrico County
2041,18119,Owen County
2042,36119,Westchester County
2043,29017,Bollinger County
2044,54047,McDowell County
2045,54033,Harrison County
2046,06115,Yuba County
2047,01117,Shelby County
2048,08091,Ouray County
2049,35009,Curry County
2050,40149,Washita County
