geo_id,county_name,named_wetlands,wetland_count
12019,Clay County,[],1659
12023,Columbia County,[],6628
12031,Duval County,['Gum Swamp'],444
12033,Escambia County,[],2552
12037,Franklin County,[],352
12039,Gadsden County,[],2247
12045,Gulf County,[],1504
12047,Hamilton County,"['Bottom Bay', 'Top Bay', 'Long Branch Swamp']",5134
12059,Holmes County,[],5776
12063,Jackson County,['Pittman Bay'],7281
12065,Jefferson County,['Anderson Bay'],6435
12067,Lafayette County,[],3132
12073,Leon County,"['Cascade Lake', 'Black Swamp', 'Gum Swamp']",4586
12077,Liberty County,[],8645
12079,Madison County,[],9068
12089,Nassau County,"['Mills Creek', 'Alligator Creek']",6667
12091,Okaloosa County,[],3025
12109,St. Johns County,[],1068
12113,Santa Rosa County,[],4572
12121,Suwannee County,"['Flamingo Bay', 'Caney Hammock', 'Tiger Bay', 'Greens Prairie']",2142
12123,Taylor County,[],13925
12125,Union County,[],1846
12129,Wakulla County,"['Austreng Island', 'Little Austreng Island']",7056
12131,Walton County,"['s', 'Wilson Pond']",5289
12133,Washington County,['Gap Lake Swamp'],5375
13001,Appling County,['Big Pond'],6
13003,Atkinson County,['Ricketson Bay'],7
13005,Bacon County,[],2
13007,Baker County,"['Perry Pond', '42nd Street Swamp', '23rd Street Swamp']",50
13009,Baldwin County,['Furman Shoals'],42
13011,Banks County,[],8
13013,Barrow County,[],51
13015,Bartow County,['Drummond Swamp'],59
13017,Ben Hill County,[],149
13019,Berrien County,['Purvis Lake'],66
13021,Bibb County,"['Bond Swamp', 'Walnut Creek Wetlands']",63
13023,Bleckley County,[],355
13025,Brantley County,[],1
13027,Brooks County,"['Piscola Creek', 'Stanley Bay', 'Bowen Millpond', 'Pope Millpond']",206
13029,Bryan County,['Alligator Bay'],72
13031,Bulloch County,[],22
13033,Burke County,[],51
13035,Butts County,[],26
13037,Calhoun County,[],45
13039,Camden County,"['McCall Pond', 'Johnson Pond']",107
13043,Candler County,[],4
13045,Carroll County,[],91
