geo_id,county_name,location_factor
53005,Benton County,1.08
29001,Adair County,1.065
39043,Erie County,0.99
17183,Vermilion County,1.18
29189,St. Louis County,1.065
17007,Boone County,1.18
55025,Dane County,1.03
48151,Fisher County,0.95
22085,Sabine Parish,1.02
17137,Morgan County,1.18
48093,Comanche County,0.95
30053,Lincoln County,0.99
27021,Cass County,1.05
42071,Lancaster County,1.085
19013,Black Hawk County,1.005
39131,Pike County,0.99
1125,Tuscaloosa County,0.99
28097,Montgomery County,0.97
31099,Kearney County,0.99
31087,Hitchcock County,0.99
10003,New Castle County,1.07
51073,Gloucester County,1.0
5133,Sevier County,1.0
18017,Cass County,1.01
16077,Power County,1.02
18015,Carroll County,1.01
42101,Philadelphia County,1.085
56043,Washakie County,0.99
36109,Tompkins County,1.17
30105,Valley County,0.99
20203,Wichita County,0.99
46023,Charles Mix County,0.99
31027,Cedar County,0.99
17111,McHenry County,1.18
30069,Petroleum County,0.99
53075,Whitman County,1.08
27147,Steele County,1.05
21117,Kenton County,1.01
19037,Chickasaw County,1.005
17037,DeKalb County,1.18
19081,Hancock County,1.005
38089,Stark County,1.01
40019,Carter County,0.97
21069,Fleming County,1.01
45091,York County,1.02
18001,Adams County,1.01
28155,Webster County,0.97
25011,Franklin County,1.15
31031,Cherry County,0.99
29029,Camden County,1.065
51031,Campbell County,1.0
39105,Meigs County,0.99
54067,Nicholas County,1.01
40053,Grant County,0.97
50027,Windsor County,1.08
48455,Trinity County,0.95
35001,Bernalillo County,1.03
13205,Mitchell County,1.02
21191,Pendleton County,1.01
21215,Spencer County,1.01
30041,Hill County,0.99
31175,Valley County,0.99
48069,Castro County,0.95
24043,Washington County,1.02
21133,Letcher County,1.01
47119,Maury County,1.02
56015,Goshen County,0.99
55133,Waukesha County,1.03
21079,Garrard County,1.01
53065,Stevens County,1.08
19177,Van Buren County,1.005
31073,Gosper County,0.99
12033,Escambia County,0.975
